,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,PER,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Share,Seed,WL,SS,MPG
375,Trevor Booker,PF,23,WAS,65,14,1063,4.7,8.6,0.549,0.0,0.0,0.0,4.7,8.5,0.552,2.3,3.4,0.673,3.3,5.2,8.5,1.2,1.0,1.4,1.3,3.9,11.7,2011,15.3,0.582,13.9,1.8,0.8,2.6,0.119,-0.6,-0.3,-0.9,0.3,,13.0,0.28,234,16.353846153846153
376,DeMarcus Cousins,C,20,SAC,81,62,2309,6.7,15.7,0.43,0.0,0.3,0.167,6.7,15.4,0.435,4.3,6.3,0.687,3.4,7.5,10.9,3.2,1.3,1.1,4.2,5.2,17.8,2011,14.6,0.484,27.2,-1.9,2.9,1.1,0.022,-2.7,0.1,-2.6,-0.4,0.137,14.0,0.293,55,28.506172839506174
377,Jordan Crawford,SG,22,TOT,42,18,1027,6.7,17.5,0.384,1.2,4.5,0.258,5.6,13.0,0.427,2.6,2.9,0.869,1.1,2.6,3.7,4.1,1.4,0.1,2.9,2.2,17.2,2011,11.8,0.456,27.0,-1.0,0.5,-0.6,-0.026,-1.5,-2.3,-3.8,-0.5,,,,64,24.452380952380953
378,Ed Davis,PF,21,TOR,65,17,1602,4.8,8.4,0.576,0.0,0.0,,4.8,8.4,0.576,1.6,2.9,0.555,3.8,6.6,10.4,0.9,0.9,1.5,1.1,4.1,11.3,2011,15.8,0.583,13.3,2.9,1.1,4.0,0.119,-0.2,-0.8,-0.9,0.4,,14.0,0.268,247,24.646153846153847
379,Jeremy Evans,SF,23,UTA,49,3,463,5.9,8.9,0.661,0.0,0.1,0.0,5.9,8.9,0.667,2.0,2.9,0.703,2.8,4.7,7.5,1.9,1.3,1.3,1.5,3.9,13.8,2011,18.8,0.678,14.9,1.2,0.4,1.6,0.167,1.5,0.6,2.1,0.5,,11.0,0.476,165,9.448979591836734
380,Christian Eyenga,SF,21,CLE,44,18,947,4.9,11.6,0.425,1.0,3.5,0.275,4.0,8.2,0.488,0.7,1.1,0.643,1.0,3.6,4.7,1.3,1.3,1.1,1.8,3.0,11.5,2011,9.0,0.476,17.5,-0.8,0.5,-0.3,-0.016,-3.4,-0.6,-4.0,-0.5,,15.0,0.232,241,21.522727272727273
381,Derrick Favors,PF,19,TOT,78,27,1535,5.0,9.8,0.517,0.0,0.0,,5.0,9.8,0.517,2.4,4.1,0.595,4.0,5.7,9.7,0.9,0.7,1.6,1.8,5.8,12.5,2011,13.9,0.542,17.1,1.5,1.4,2.9,0.091,-2.6,-0.6,-3.2,-0.5,,,,211,19.67948717948718
382,Landry Fields,SG,22,NYK,82,81,2541,4.2,8.5,0.497,1.2,3.1,0.393,3.0,5.4,0.556,1.6,2.1,0.769,1.5,5.9,7.4,2.2,1.1,0.2,1.5,1.6,11.3,2011,13.5,0.598,13.5,3.4,1.8,5.3,0.1,0.6,-0.4,0.2,1.4,0.105,6.0,0.512,246,30.98780487804878
383,Gary Forbes,SF,25,DEN,63,11,791,5.6,12.4,0.454,0.9,2.6,0.328,4.8,9.8,0.488,2.7,4.0,0.678,1.3,4.0,5.3,2.2,1.0,0.3,2.1,3.5,14.8,2011,11.7,0.524,20.1,0.3,0.7,0.9,0.055,-2.0,-0.8,-2.9,-0.2,,5.0,0.61,131,12.555555555555555
384,Paul George,SG,20,IND,61,19,1265,5.1,11.2,0.453,1.2,3.9,0.297,3.9,7.3,0.537,2.2,2.9,0.762,1.1,5.3,6.4,1.8,1.8,0.7,2.0,3.6,13.5,2011,13.0,0.542,17.8,0.5,1.9,2.4,0.091,-1.6,1.4,-0.1,0.6,,8.0,0.451,176,20.737704918032787
385,Blake Griffin,PF,21,LAC,82,82,3112,8.1,15.9,0.506,0.1,0.3,0.292,8.0,15.6,0.51,5.2,8.0,0.642,3.1,8.3,11.4,3.6,0.7,0.5,2.6,2.9,21.3,2011,21.9,0.549,27.3,6.5,3.4,9.8,0.152,3.0,-0.3,2.6,3.6,1.0,13.0,0.39,15,37.951219512195124
386,Luke Harangody,PF,23,TOT,49,0,640,4.4,11.6,0.383,0.9,3.7,0.242,3.5,7.9,0.45,1.1,1.5,0.731,2.3,5.8,8.0,1.7,0.8,1.0,0.9,4.5,10.9,2011,10.1,0.444,16.8,-0.1,0.7,0.6,0.048,-3.3,-0.4,-3.7,-0.3,,,,255,13.061224489795919
387,Manny Harris,SG,21,CLE,54,15,933,4.2,11.2,0.374,1.3,3.5,0.37,2.9,7.6,0.376,2.7,3.6,0.763,1.4,4.0,5.4,3.3,1.2,0.3,2.4,2.5,12.4,2011,10.4,0.486,19.1,-0.4,0.4,0.0,0.002,-2.3,-1.2,-3.5,-0.4,,15.0,0.232,216,17.27777777777778
388,Gordon Hayward,SF,20,UTA,72,17,1218,4.2,8.7,0.485,1.0,2.2,0.473,3.2,6.5,0.489,2.0,2.9,0.711,1.2,2.9,4.1,2.4,0.9,0.6,2.1,3.1,11.5,2011,10.7,0.578,15.3,0.8,0.4,1.2,0.048,-1.2,-1.1,-2.2,-0.1,,11.0,0.476,242,16.916666666666668
389,Lazar Hayward,SF,24,MIN,42,0,419,4.7,13.2,0.357,1.5,5.2,0.283,3.3,8.1,0.404,2.8,3.6,0.786,2.0,4.0,6.0,2.4,1.0,0.6,1.6,3.8,13.7,2011,10.8,0.464,19.5,0.1,0.2,0.3,0.035,-1.6,-1.3,-2.9,-0.1,,15.0,0.207,169,9.976190476190476
390,Eugene Jeter,PG,27,SAC,62,1,858,4.4,10.9,0.409,0.3,1.3,0.2,4.2,9.6,0.437,1.6,1.7,0.902,0.4,2.6,2.9,6.8,1.2,0.1,2.1,2.3,10.7,2011,11.1,0.46,16.5,0.2,0.5,0.7,0.037,-2.2,-1.1,-3.3,-0.3,,14.0,0.293,262,13.838709677419354
391,Wesley Johnson,SG,23,MIN,79,63,2069,4.7,11.9,0.397,1.8,5.0,0.356,2.9,6.8,0.427,1.1,1.6,0.696,0.9,3.3,4.2,2.6,1.0,0.9,1.7,2.8,12.3,2011,10.2,0.491,16.8,0.4,0.9,1.3,0.03,-1.3,-0.4,-1.7,0.2,,15.0,0.207,221,26.189873417721518
392,Greg Monroe,C,20,DET,80,48,2222,4.9,8.9,0.551,0.0,0.0,0.0,4.9,8.9,0.552,2.3,3.8,0.622,4.0,5.7,9.7,1.7,1.5,0.7,1.3,3.2,12.2,2011,18.0,0.575,15.4,4.7,1.9,6.6,0.143,0.9,-0.5,0.4,1.4,0.025,11.0,0.366,223,27.775
393,Timofey Mozgov,C,24,TOT,45,14,524,4.3,9.1,0.474,0.0,0.0,,4.3,9.1,0.474,2.5,3.6,0.712,3.2,5.2,8.3,1.0,1.0,1.7,2.4,5.8,11.2,2011,10.8,0.523,16.2,0.1,0.5,0.6,0.053,-4.3,-0.4,-4.7,-0.3,,,,250,11.644444444444444
394,Gary Neal,SG,26,SAS,80,1,1685,6.1,13.5,0.451,2.8,6.6,0.419,3.3,6.9,0.481,1.8,2.2,0.808,0.4,3.7,4.2,2.1,0.6,0.1,1.7,3.2,16.7,2011,13.1,0.578,20.6,2.1,1.4,3.5,0.099,0.5,-0.8,-0.3,0.7,0.032,1.0,0.744,74,21.0625
395,Patrick Patterson,PF,21,HOU,52,6,868,6.2,11.1,0.558,0.0,0.1,0.0,6.2,11.0,0.562,1.2,1.7,0.714,3.6,4.7,8.3,1.7,0.7,1.5,1.3,3.2,13.6,2011,16.7,0.574,16.1,1.7,0.7,2.4,0.134,0.4,-0.1,0.3,0.5,,9.0,0.524,172,16.692307692307693
396,Nikola Peković,C,25,MIN,65,11,887,5.5,10.7,0.517,0.0,0.0,,5.5,10.7,0.517,3.5,4.6,0.763,3.7,4.2,7.8,1.1,0.7,1.4,3.7,7.3,14.6,2011,11.2,0.573,19.4,0.2,0.5,0.6,0.035,-4.8,-0.9,-5.7,-0.8,,15.0,0.207,135,13.646153846153846
397,Quincy Pondexter,SF,22,NOH,66,6,734,3.6,8.8,0.406,0.9,2.5,0.36,2.7,6.4,0.423,1.2,1.7,0.706,1.1,3.2,4.3,1.4,0.8,0.5,0.8,3.1,9.2,2011,8.5,0.482,13.7,0.2,0.7,0.9,0.06,-2.4,0.1,-2.3,-0.1,,7.0,0.561,292,11.121212121212121
398,Larry Sanders,C,22,MIL,60,12,872,4.8,11.1,0.433,0.0,0.0,,4.8,11.1,0.433,1.2,2.1,0.56,2.4,4.9,7.3,0.7,0.9,3.0,1.6,4.8,10.7,2011,11.0,0.448,17.6,-0.7,1.8,1.0,0.057,-5.2,1.7,-3.5,-0.3,,9.0,0.427,258,14.533333333333333
399,Kevin Séraphin,PF,21,WAS,58,1,635,3.7,8.3,0.449,0.0,0.0,,3.7,8.3,0.449,1.2,1.8,0.71,4.5,4.1,8.6,0.6,1.0,1.6,2.4,7.1,8.7,2011,8.4,0.479,14.1,-0.2,0.5,0.2,0.017,-5.8,-1.0,-6.9,-0.8,,13.0,0.28,299,10.948275862068966
400,Ish Smith,PG,22,TOT,43,3,442,3.5,9.4,0.374,0.2,0.8,0.3,3.3,8.6,0.381,1.0,1.7,0.571,0.6,3.3,3.8,6.4,1.5,0.2,2.8,3.0,8.2,2011,7.6,0.406,15.9,-0.5,0.4,-0.1,-0.016,-4.5,-0.5,-5.0,-0.3,,,,308,10.279069767441861
401,Tiago Splitter,C,26,SAS,60,6,738,4.9,9.3,0.529,0.0,0.0,0.0,4.9,9.3,0.532,3.7,6.8,0.543,3.5,6.3,9.8,1.3,1.4,0.8,1.6,4.4,13.6,2011,16.0,0.55,17.7,1.1,1.1,2.3,0.149,-1.3,0.5,-0.8,0.2,,1.0,0.744,173,12.3
402,Evan Turner,SG,22,PHI,78,14,1797,4.5,10.6,0.425,0.3,0.9,0.318,4.2,9.7,0.435,2.0,2.5,0.808,0.8,5.3,6.1,3.2,1.0,0.3,1.6,2.8,11.3,2011,10.8,0.484,17.0,0.0,2.2,2.3,0.06,-2.6,0.4,-2.2,-0.1,,7.0,0.5,249,23.03846153846154
403,Ekpe Udoh,C,23,GSW,58,18,1030,3.4,7.8,0.437,0.0,0.0,,3.4,7.8,0.437,1.5,2.2,0.656,2.8,3.5,6.3,1.4,0.8,3.0,1.7,5.0,8.2,2011,9.7,0.472,12.8,0.0,0.7,0.7,0.032,-4.4,0.6,-3.8,-0.5,,12.0,0.439,306,17.75862068965517
404,Ben Uzoh,PG,22,NJN,42,0,438,5.0,11.8,0.424,0.2,0.7,0.375,4.8,11.2,0.426,2.7,4.6,0.589,2.5,2.5,5.0,5.7,1.1,0.7,2.1,2.4,13.0,2011,14.7,0.468,20.5,0.2,0.2,0.5,0.054,0.4,-1.0,-0.6,0.2,,12.0,0.293,200,10.428571428571429
405,Greivis Vásquez,PG,24,MEM,70,1,860,4.0,9.8,0.408,1.0,3.6,0.291,2.9,6.2,0.476,1.4,1.8,0.773,0.5,2.6,3.1,6.3,0.9,0.2,2.9,3.5,10.4,2011,9.4,0.493,16.9,-0.1,0.7,0.5,0.03,-2.4,-0.9,-3.3,-0.3,,8.0,0.561,270,12.285714285714286
406,John Wall,PG,20,WAS,69,64,2606,5.5,13.4,0.409,0.5,1.6,0.296,5.0,11.8,0.425,4.2,5.4,0.766,0.5,3.9,4.4,7.9,1.7,0.5,3.6,2.4,15.6,2011,15.8,0.494,23.8,0.3,1.9,2.2,0.041,0.0,-0.8,-0.8,0.8,0.5,13.0,0.28,107,37.768115942028984
407,Gustavo Ayón,PF,26,NOH,54,24,1088,4.6,8.6,0.536,0.0,0.0,0.0,4.6,8.6,0.538,1.3,2.1,0.619,2.8,5.9,8.8,2.4,1.8,1.5,1.5,3.9,10.6,2012,16.7,0.552,14.5,1.5,1.7,3.2,0.142,0.0,2.5,2.5,1.2,,15.0,0.318,221,20.14814814814815
408,Bismack Biyombo,C,19,CHA,63,41,1455,3.2,6.9,0.464,0.0,0.0,,3.2,6.9,0.464,1.7,3.5,0.483,2.8,6.3,9.1,0.7,0.5,2.8,1.8,3.6,8.1,2012,10.6,0.48,13.1,-0.5,1.1,0.6,0.019,-4.5,-0.2,-4.6,-1.0,,15.0,0.106,260,23.095238095238095
409,MarShon Brooks,SG,23,NJN,56,47,1648,6.0,14.0,0.428,1.0,3.3,0.313,5.0,10.7,0.463,2.5,3.2,0.764,1.5,2.8,4.4,2.9,1.1,0.3,2.6,2.5,15.5,2012,12.9,0.502,22.9,0.5,0.3,0.8,0.022,-0.7,-1.7,-2.4,-0.2,0.007,12.0,0.333,92,29.428571428571427
410,Alec Burks,SG,20,UTA,59,0,939,5.9,13.7,0.429,0.6,1.7,0.333,5.3,12.0,0.442,4.0,5.5,0.727,2.2,2.9,5.1,2.1,1.0,0.2,2.0,3.2,16.3,2012,14.0,0.506,22.5,1.1,0.4,1.5,0.076,-0.6,-1.4,-2.0,0.0,,8.0,0.545,77,15.915254237288135
411,Jimmy Butler,SG,22,CHI,42,0,359,3.2,7.9,0.405,0.2,1.1,0.182,3.0,6.8,0.441,4.3,5.6,0.768,2.3,3.3,5.6,1.4,1.1,0.5,1.4,2.0,10.9,2012,12.5,0.526,14.9,0.5,0.6,1.1,0.144,-1.8,0.5,-1.3,0.1,,1.0,0.758,215,8.547619047619047
412,Norris Cole,PG,23,MIA,65,2,1260,5.1,12.9,0.393,0.6,2.2,0.276,4.5,10.7,0.417,1.9,2.4,0.776,0.6,2.0,2.6,3.8,1.3,0.1,3.0,3.5,12.6,2012,7.9,0.452,21.8,-1.4,1.4,0.0,0.0,-4.9,-1.4,-6.3,-1.4,,2.0,0.697,170,19.384615384615383
413,Kenneth Faried,PF,22,DEN,46,39,1037,6.3,10.7,0.586,0.0,0.0,,6.3,10.7,0.586,3.8,5.7,0.665,4.9,7.3,12.2,1.2,1.2,1.6,1.9,4.0,16.4,2012,21.9,0.618,18.7,3.2,1.3,4.6,0.212,2.4,-0.2,2.2,1.1,0.215,6.0,0.576,72,22.543478260869566
414,Jimmer Fredette,PG,22,SAC,61,7,1135,5.5,14.1,0.386,2.5,6.9,0.361,3.0,7.3,0.409,1.3,1.5,0.833,0.5,1.8,2.3,3.4,1.0,0.1,2.1,2.3,14.7,2012,10.8,0.495,20.4,0.5,-0.2,0.3,0.012,-0.9,-2.5,-3.4,-0.4,,14.0,0.333,108,18.60655737704918
415,Enes Freedom,C,19,UTA,66,0,874,4.8,9.7,0.496,0.0,0.0,0.0,4.8,9.7,0.498,2.9,4.3,0.667,4.4,7.0,11.5,0.3,0.7,0.9,2.2,3.6,12.5,2012,14.5,0.539,17.3,0.9,0.8,1.7,0.095,-1.2,-1.7,-3.0,-0.2,,8.0,0.545,175,13.242424242424242
416,Tobias Harris,SF,19,MIL,42,9,479,5.9,12.7,0.467,0.5,1.7,0.261,5.5,11.0,0.5,3.3,4.1,0.815,2.3,5.3,7.6,1.7,1.0,0.5,2.3,3.4,15.6,2012,14.2,0.54,20.6,0.4,0.4,0.9,0.087,-1.0,-0.9,-1.9,0.0,,9.0,0.47,90,11.404761904761905
417,Kyrie Irving,PG,19,CLE,51,51,1558,8.1,17.3,0.469,1.7,4.2,0.399,6.4,13.0,0.491,4.0,4.5,0.872,1.0,3.4,4.4,6.4,1.2,0.5,3.7,2.5,21.8,2012,21.4,0.566,28.7,3.4,0.6,4.1,0.125,4.6,-0.5,4.1,2.4,0.987,13.0,0.318,9,30.54901960784314
418,Reggie Jackson,PG,21,OKC,45,0,501,3.7,11.4,0.321,0.9,4.5,0.21,2.7,7.0,0.392,1.8,2.1,0.862,1.0,2.8,3.8,5.1,1.8,0.1,2.6,2.2,10.1,2012,9.2,0.408,18.7,-0.4,0.5,0.1,0.011,-3.3,-0.3,-3.6,-0.2,,2.0,0.712,232,11.133333333333333
419,Charles Jenkins,PG,22,GSW,51,28,893,5.2,11.7,0.447,0.1,0.8,0.15,5.1,10.9,0.469,1.4,1.6,0.872,0.3,2.4,2.7,6.9,1.3,0.2,2.4,3.4,12.0,2012,12.4,0.482,19.0,0.4,0.1,0.5,0.028,-2.7,-1.5,-4.2,-0.5,,13.0,0.348,189,17.50980392156863
420,Ivan Johnson,PF,27,ATL,56,0,934,5.4,10.6,0.513,0.1,0.2,0.333,5.4,10.4,0.517,2.8,3.9,0.72,2.5,6.2,8.7,1.2,1.7,0.7,2.7,4.5,13.7,2012,14.3,0.558,19.5,0.5,1.7,2.2,0.113,-2.8,0.6,-2.2,0.0,,5.0,0.606,138,16.678571428571427
421,Brandon Knight,PG,20,DET,66,60,2129,5.4,13.0,0.415,1.8,4.7,0.38,3.6,8.3,0.434,1.8,2.3,0.759,0.6,3.0,3.6,4.2,0.8,0.2,2.9,2.6,14.3,2012,11.7,0.511,21.7,0.3,1.0,1.3,0.029,-0.9,-1.7,-2.6,-0.3,0.035,10.0,0.379,122,32.25757575757576
422,Kawhi Leonard,SF,20,SAS,64,39,1534,4.7,9.5,0.493,1.0,2.6,0.376,3.7,6.9,0.536,1.6,2.1,0.773,2.4,5.2,7.7,1.6,2.0,0.6,1.0,2.1,11.9,2012,16.6,0.573,14.5,3.1,2.4,5.5,0.171,1.6,1.8,3.4,2.1,0.078,1.0,0.758,195,23.96875
423,Jon Leuer,PF,22,MIL,46,12,555,6.3,12.4,0.508,0.2,0.6,0.333,6.1,11.8,0.516,1.4,1.8,0.75,2.9,4.9,7.8,1.6,0.9,1.1,1.2,4.3,14.1,2012,15.3,0.536,17.6,0.9,0.5,1.4,0.122,-0.3,0.0,-0.3,0.2,,9.0,0.47,130,12.065217391304348
424,Shelvin Mack,PG,21,WAS,64,0,779,4.1,10.2,0.4,0.6,1.9,0.286,3.5,8.2,0.427,1.9,2.7,0.712,0.6,3.7,4.3,6.1,1.3,0.1,2.2,2.3,10.6,2012,11.9,0.468,16.9,0.2,0.5,0.7,0.042,-2.0,-0.7,-2.6,-0.1,,14.0,0.303,220,12.171875
425,Markieff Morris,PF,22,PHO,63,7,1227,5.1,12.8,0.399,1.3,3.6,0.347,3.8,9.2,0.42,2.2,3.1,0.717,2.0,6.2,8.2,1.9,1.2,1.2,2.1,5.3,13.7,2012,12.1,0.484,20.4,0.1,1.4,1.5,0.059,-2.6,0.5,-2.1,0.0,,10.0,0.5,143,19.476190476190474
426,Jeremy Pargo,PG,25,MEM,44,5,424,4.2,12.7,0.333,0.8,3.2,0.263,3.4,9.5,0.357,1.4,2.3,0.593,1.0,2.1,3.1,4.7,1.3,0.0,3.9,3.9,10.7,2012,4.4,0.389,22.2,-1.1,0.4,-0.8,-0.085,-6.1,-1.5,-7.6,-0.6,,4.0,0.621,218,9.636363636363637
427,Chandler Parsons,SF,23,HOU,63,57,1804,4.9,11.0,0.452,1.2,3.6,0.337,3.8,7.4,0.507,0.9,1.6,0.551,1.8,4.2,6.0,2.7,1.5,0.6,1.6,2.8,12.0,2012,13.3,0.513,16.7,1.6,1.8,3.4,0.09,0.1,0.7,0.8,1.3,0.023,9.0,0.515,190,28.634920634920636
428,Iman Shumpert,PG,21,NYK,59,35,1705,4.5,11.3,0.401,1.0,3.3,0.306,3.5,8.0,0.44,1.8,2.3,0.798,0.9,3.0,3.9,3.5,2.1,0.2,2.3,3.7,11.9,2012,10.8,0.484,18.2,-0.1,2.5,2.4,0.068,-3.0,1.6,-1.4,0.2,0.055,7.0,0.545,193,28.89830508474576
429,Chris Singleton,SF,22,WAS,66,51,1431,2.9,7.8,0.372,1.1,3.2,0.346,1.8,4.7,0.389,0.8,1.1,0.682,1.1,4.8,5.9,1.2,1.8,0.8,1.0,4.4,7.7,2012,8.3,0.462,11.5,0.1,1.5,1.5,0.052,-3.5,1.2,-2.2,-0.1,,14.0,0.303,266,21.681818181818183
430,Nolan Smith,PG,23,POR,44,4,541,4.5,12.0,0.372,0.9,3.0,0.289,3.6,9.0,0.4,1.3,1.9,0.714,1.1,2.6,3.7,4.1,1.2,0.2,2.8,3.7,11.1,2012,7.8,0.434,19.8,-0.6,0.3,-0.3,-0.029,-4.2,-1.3,-5.5,-0.5,,11.0,0.424,212,12.295454545454545
431,Greg Stiemsma,C,26,BOS,55,3,766,3.1,5.7,0.545,0.0,0.0,,3.1,5.7,0.545,1.4,1.9,0.707,2.3,6.1,8.3,1.3,1.7,4.0,1.6,6.8,7.6,2012,13.6,0.579,10.8,0.6,2.2,2.7,0.17,-4.0,5.5,1.4,0.7,,4.0,0.591,270,13.927272727272728
432,Isaiah Thomas,PG,22,SAC,65,37,1656,5.6,12.4,0.448,1.8,4.8,0.379,3.8,7.7,0.491,3.3,4.0,0.832,1.0,2.6,3.7,5.8,1.2,0.2,2.3,2.6,16.3,2012,17.6,0.574,19.8,4.2,0.0,4.3,0.124,2.4,-1.6,0.8,1.2,0.047,14.0,0.333,74,25.476923076923075
433,Lance Thomas,PF,23,NOH,42,10,630,3.3,7.2,0.452,0.0,0.1,0.0,3.3,7.1,0.456,3.0,3.5,0.839,2.8,4.4,7.2,0.7,0.6,0.4,1.4,4.5,9.5,2012,10.1,0.541,13.3,0.7,0.4,1.2,0.088,-3.3,-1.0,-4.3,-0.4,,15.0,0.318,245,15.0
434,Klay Thompson,SG,21,GSW,66,29,1608,7.1,16.1,0.443,2.5,6.0,0.414,4.6,10.1,0.46,1.8,2.0,0.868,0.5,3.1,3.6,3.0,1.1,0.4,2.3,3.5,18.5,2012,14.9,0.545,24.7,1.4,0.3,1.7,0.05,0.3,-1.7,-1.4,0.2,0.05,13.0,0.348,38,24.363636363636363
435,Tristan Thompson,PF,20,CLE,60,25,1424,4.9,11.2,0.439,0.0,0.1,0.0,4.9,11.1,0.441,2.7,4.9,0.552,4.7,5.1,9.8,0.7,0.7,1.6,2.0,3.4,12.5,2012,13.3,0.469,19.2,0.3,0.9,1.1,0.038,-2.4,-2.3,-4.7,-1.0,,13.0,0.318,173,23.733333333333334
436,Jeremy Tyler,C,20,GSW,42,23,568,5.6,13.2,0.421,0.0,0.1,0.0,5.6,13.2,0.423,1.8,3.3,0.558,3.4,5.5,8.9,1.0,1.0,1.3,2.3,5.3,13.0,2012,10.4,0.442,21.8,-0.5,0.4,-0.2,-0.014,-5.5,-2.3,-7.8,-0.8,,13.0,0.348,160,13.523809523809524
437,Jan Veselý,PF,21,WAS,57,20,1078,3.9,7.3,0.537,0.0,0.0,0.0,3.9,7.2,0.539,1.1,2.1,0.532,3.4,4.9,8.3,1.6,1.3,1.1,2.0,5.2,8.9,2012,11.5,0.544,12.7,0.7,1.0,1.7,0.076,-3.0,0.4,-2.6,-0.2,,14.0,0.303,249,18.912280701754387
438,Nikola Vučević,C,21,PHI,51,15,812,5.8,12.9,0.45,0.1,0.4,0.375,5.7,12.5,0.452,0.8,1.5,0.529,3.9,7.0,10.9,1.4,0.9,1.5,1.5,4.9,12.5,2012,14.3,0.462,19.6,0.2,1.6,1.8,0.109,-2.5,0.3,-2.2,0.0,,8.0,0.53,174,15.92156862745098
439,Kemba Walker,PG,21,CHA,66,25,1792,5.6,15.4,0.366,1.4,4.5,0.305,4.3,10.9,0.392,3.4,4.3,0.789,0.6,4.1,4.7,5.8,1.2,0.4,2.4,1.6,16.1,2012,14.9,0.464,25.2,-0.2,0.5,0.3,0.009,0.7,-1.4,-0.8,0.6,0.005,15.0,0.106,81,27.151515151515152
440,Derrick Williams,PF,20,MIN,66,15,1418,5.2,12.6,0.412,0.9,3.5,0.268,4.3,9.1,0.467,3.5,5.0,0.697,2.0,5.9,7.9,1.0,0.8,0.8,2.0,2.4,14.8,2012,12.9,0.499,20.7,0.6,1.2,1.8,0.059,-1.4,-0.7,-2.1,0.0,,12.0,0.394,106,21.484848484848484
441,Jordan Williams,C,21,NJN,43,5,635,4.4,8.6,0.507,0.0,0.0,,4.4,8.6,0.507,2.4,3.7,0.652,3.7,5.1,8.8,0.6,1.2,0.9,1.3,3.5,11.2,2012,14.5,0.544,14.7,1.0,0.4,1.3,0.101,-0.9,-1.2,-2.1,0.0,,12.0,0.333,210,14.767441860465116
442,Harrison Barnes,SF,20,GSW,81,81,2058,4.8,11.0,0.439,0.9,2.5,0.359,3.9,8.4,0.464,2.5,3.3,0.758,0.9,4.9,5.8,1.7,0.9,0.2,1.8,2.4,13.1,2013,11.0,0.526,17.7,0.9,1.9,2.8,0.065,-1.6,-0.1,-1.7,0.1,0.013,6.0,0.573,194,25.40740740740741
443,Will Barton,SG,22,POR,73,5,894,4.8,12.4,0.382,0.4,2.6,0.138,4.4,9.8,0.447,2.0,2.6,0.769,1.4,4.4,5.8,2.3,1.4,0.4,2.4,2.3,11.9,2013,9.1,0.437,20.4,-1.1,0.6,-0.5,-0.028,-4.0,-0.6,-4.6,-0.6,,11.0,0.402,220,12.246575342465754
444,Kent Bazemore,SG,23,GSW,61,0,267,5.8,15.6,0.371,1.3,4.6,0.294,4.4,11.1,0.402,3.6,5.9,0.614,0.7,2.3,3.0,3.0,2.3,0.5,2.4,3.6,16.6,2013,11.3,0.454,25.7,-0.3,0.3,0.1,0.014,-3.1,0.7,-2.4,0.0,,6.0,0.573,88,4.377049180327869
445,Bradley Beal,SG,19,WAS,56,46,1745,5.8,14.2,0.41,1.9,4.9,0.386,3.9,9.3,0.424,2.6,3.3,0.786,0.9,3.5,4.4,2.8,1.0,0.6,1.9,2.3,16.1,2013,13.6,0.515,22.2,1.0,2.0,3.0,0.082,0.0,0.2,0.2,1.0,0.155,12.0,0.354,94,31.160714285714285
446,Victor Claver,SF,24,POR,49,16,812,3.3,8.4,0.392,1.1,3.9,0.287,2.2,4.5,0.48,0.6,1.3,0.467,1.4,3.9,5.3,1.9,1.2,0.5,1.9,3.3,8.3,2013,7.0,0.462,13.9,-0.6,0.5,-0.1,-0.005,-3.6,0.0,-3.7,-0.3,,11.0,0.402,308,16.571428571428573
447,Chris Copeland,PF,28,NYK,56,13,862,7.6,15.9,0.479,2.5,5.8,0.421,5.1,10.0,0.513,2.6,3.5,0.759,1.4,3.5,5.0,1.1,0.7,0.5,2.1,4.3,20.3,2013,16.8,0.583,25.3,1.5,0.6,2.1,0.117,1.1,-1.6,-0.5,0.3,0.013,2.0,0.659,15,15.392857142857142
448,Jae Crowder,SF,22,DAL,78,16,1353,3.8,9.8,0.384,1.7,5.1,0.328,2.1,4.7,0.446,1.3,1.9,0.644,0.9,4.0,5.0,2.5,1.7,0.5,1.3,3.4,10.4,2013,10.2,0.491,15.1,0.2,1.3,1.5,0.055,-1.9,0.9,-1.0,0.3,,10.0,0.5,268,17.346153846153847
449,Anthony Davis,PF,19,NOH,64,60,1846,6.8,13.2,0.516,0.0,0.1,0.0,6.8,13.1,0.521,3.3,4.4,0.751,3.2,7.0,10.2,1.2,1.5,2.2,1.7,3.1,16.9,2013,21.7,0.559,21.8,3.7,2.4,6.1,0.159,1.8,0.7,2.5,2.1,0.506,14.0,0.329,76,28.84375
450,Nando De Colo,SG,25,SAS,72,6,920,4.1,9.4,0.436,1.2,3.2,0.378,2.9,6.2,0.465,1.4,1.7,0.795,0.9,4.5,5.4,5.4,1.6,0.2,3.2,3.4,10.8,2013,11.1,0.53,17.1,0.0,1.4,1.3,0.07,-2.4,1.2,-1.2,0.2,,2.0,0.707,261,12.777777777777779
451,Andre Drummond,C,19,DET,60,10,1243,6.0,9.9,0.608,0.0,0.1,0.5,6.0,9.8,0.609,1.7,4.6,0.371,4.9,8.3,13.2,0.9,1.7,2.8,1.7,4.2,13.8,2013,21.6,0.578,17.2,2.2,2.3,4.5,0.172,1.0,1.5,2.5,1.4,0.06,11.0,0.354,167,20.716666666666665
